YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT
2022,6,22,1.6,0.67,7.79,1.18,0.14,0.66,0.13,5.38,35.48
2022,6,23,6.42,5.29,8.34,3.07,0.55,2,0.4,16.55,124.15
2022,6,24,7.48,7.72,8.16,1.92,0.65,2.09,0.42,18.41,142.38
2022,6,25,8,9.12,8.07,1.61,0.69,2.16,0.43,19.12,151.26
2022,6,26,8.06,9.57,8.18,1.43,0.7,2.28,0.45,19.12,151.72
2022,6,27,2.79,1.15,7.74,2,0.24,1.1,0.22,8.74,59.38
2022,6,28,7.8,8.65,8.43,1.59,0.67,2.37,0.47,18.89,145.84
2022,6,29,8.11,9.18,8.26,1.54,0.7,2.3,0.45,18.94,150.64
2022,6,30,7.74,8.6,7.77,1.54,0.67,1.96,0.39,17.93,144.06
2022,7,1,7.46,7.31,7.88,2.1,0.65,2.17,0.43,18.2,142.33
2022,7,2,5.52,3.24,7.59,3.12,0.48,1.91,0.38,14.57,109.27
2022,7,3,6.12,6.71,8.01,1.45,0.53,2,0.4,15.92,120.28
2022,7,4,8.1,9.42,8.33,1.55,0.7,2.34,0.46,19.23,150.34
2022,7,5,5.29,3.56,7.86,2.47,0.46,1.86,0.37,13.82,103.65
2022,7,6,5.73,2.68,7.81,3.92,0.5,1.87,0.38,14.86,112.05
2022,7,7,5.7,4.64,7.89,2.45,0.5,2,0.4,15.25,112.98
2022,7,8,5.98,3.89,7.75,3.47,0.52,1.93,0.38,15.3,116.45
2022,7,9,6.27,4.45,8.04,3.08,0.55,2.13,0.42,16.34,121.61
2022,7,10,7.62,7.79,8.12,2.14,0.67,-999,0.46,18.43,143.7
2022,7,11,8.03,9.6,8.26,1.54,0.7,2.4,0.48,19.3,151.14
2022,7,12,7.55,8.03,7.77,1.77,0.66,2.26,0.45,18.57,145.31
2022,7,13,7.8,8.85,7.94,1.6,0.69,2.37,0.47,18.98,148.77
2022,7,14,6.68,6.26,7.64,2.15,0.59,2.02,0.4,16.39,128.12
2022,7,15,6.61,5.81,7.95,2.69,0.59,1.87,0.38,16.41,125.97
2022,7,16,5.62,2.9,7.59,3.5,0.5,1.64,0.33,14.33,108.77
2022,7,17,6.02,4.04,7.61,2.98,0.54,1.91,0.38,15.66,118.64
2022,7,18,4.15,1.57,7.27,3.04,0.37,1.38,0.27,11.57,84.23
2022,7,19,7.64,8.43,7.8,1.52,0.69,2.28,0.45,18.6,145.68
2022,7,20,7.48,8.3,7.6,1.7,0.67,2.29,0.45,18.32,144.12
2022,7,21,6.5,5.99,7.4,2.32,0.59,2.09,0.41,16.55,127.77
2022,7,22,7.56,8.52,7.67,1.51,0.68,2.26,0.45,18.31,144.23
2022,7,23,7.74,9.16,7.8,1.33,0.7,2.4,0.47,18.8,147.6
2022,7,24,7.29,7.19,7.61,2.14,0.66,2.12,0.42,17.82,140.05
2022,7,25,3.49,1.49,7.05,2.52,0.32,1.18,0.23,9.86,71.2
2022,7,26,4.21,1.87,7.64,2.93,0.38,1.43,0.29,11.71,84.31
2022,7,27,6.87,6.48,7.52,2.13,0.62,2.07,0.41,17.18,133.02
2022,7,28,5.74,3.21,7.25,3.54,0.52,1.84,0.37,14.73,112.09
2022,7,29,3.94,1.61,7.43,2.89,0.36,1.46,0.29,11.38,80.45
2022,7,30,7.68,9.45,7.85,1.23,0.71,2.3,0.45,18.56,145.2
2022,7,31,6.57,5.73,7.6,3.19,0.61,1.95,0.38,16.27,124.58
2022,8,1,2.69,1.39,7.18,1.8,0.25,1.04,0.21,8.13,55.93
2022,8,2,6.75,6.85,7.14,1.97,0.63,1.95,0.39,16.46,129.63
2022,8,3,7.33,8.91,7.5,1.27,0.69,2.09,0.41,17.73,139.8
2022,8,4,7.29,8.73,7.32,1.43,0.69,2.03,0.41,17.29,138.34
2022,8,5,4.95,3.44,6.89,2.68,0.47,1.55,0.31,12.95,98.2
2022,8,6,6.91,7.65,7.15,1.64,0.66,2.1,0.41,17.27,135.34
2022,8,7,6.51,6.38,7.22,2.08,0.62,-999,0.4,16.57,127.66
2022,8,8,6.71,7.12,7.01,1.89,0.64,2,0.4,16.67,130.95
2022,8,9,6.62,6.92,6.91,1.87,0.63,1.95,0.38,16.37,128.87
2022,8,10,6.05,5.66,6.81,2.16,0.59,1.77,0.35,15.24,117.63
2022,8,11,5.4,4.13,6.93,2.6,0.52,1.69,0.34,13.9,105.09
2022,8,12,6.63,6.25,7.36,2.18,0.64,1.97,0.39,16.52,126.55
2022,8,13,7.03,8.59,7.39,1.38,0.69,1.74,0.35,16.68,131.01
2022,8,14,5.36,3.9,7.24,3.16,0.52,1.46,0.29,13.48,101.73
2022,8,15,5.34,4.35,7.03,2.7,0.52,1.45,0.29,13.25,101.01
2022,8,16,6.77,7,7.06,2.19,0.67,1.7,0.34,16.03,126.83
2022,8,17,4.26,3.08,6.85,2.42,0.42,1.26,0.25,11.22,82.88
2022,8,18,6.7,8.39,7.06,1.24,0.67,1.73,0.34,15.85,125.81
2022,8,19,6.88,8.78,6.96,1.21,0.7,1.79,0.36,16.47,131.02
2022,8,20,6.34,7.13,6.74,1.65,0.64,1.76,0.35,15.21,120.49
2022,8,21,4.74,2.42,6.77,3.32,0.48,-999,0.29,12.23,92.38
2022,8,22,3.18,1.85,6.42,2.08,0.33,1.09,0.22,8.89,64.41
2022,8,23,5.86,6.17,6.54,1.83,0.6,1.69,0.34,14.41,112.72
2022,8,24,6.58,8.16,6.65,1.4,0.68,1.82,0.36,15.59,124.88
2022,8,25,6.58,8.03,6.74,1.31,0.69,1.84,0.37,15.79,125.17
2022,8,26,5.45,5.3,6.28,2.09,0.57,1.57,0.31,13.45,105.38
2022,8,27,5.96,6.43,6.29,1.85,0.62,1.6,0.32,14.39,114.14
2022,8,28,4.73,3.79,6.44,2.31,0.5,1.44,0.29,12.55,93.44
2022,8,29,5.98,6.63,6.25,1.71,0.64,1.56,0.31,14.28,113.96
2022,8,30,6.23,7.74,6.48,1.31,0.67,1.65,0.33,14.88,118.29
2022,8,31,6.14,7.29,6.34,1.5,0.66,1.68,0.34,14.55,115.68
2022,9,1,6.69,9.66,6.68,0.85,0.73,1.73,0.34,15.74,125.73
2022,9,2,6.55,9.1,6.64,0.97,0.72,1.68,0.34,15.3,121.98
2022,9,3,5.82,6.19,6.47,1.89,0.64,1.64,0.33,14.09,110.19
2022,9,4,5.19,4.49,6.14,2.21,0.57,1.56,0.3,13.02,100.52
2022,9,5,4.5,2.24,6.12,2.99,0.5,1.47,0.28,11.79,88.25
2022,9,6,0.81,0.42,6.09,0.57,0.09,0.35,0.07,2.85,18.04
2022,9,7,2.57,1.23,6.15,1.89,0.29,0.97,0.19,7.75,52.85
2022,9,8,5.84,7.45,6.1,1.25,0.66,1.55,0.3,14,111.08
2022,9,9,6.02,7.84,6.11,1.37,0.69,1.42,0.28,13.48,110.21
2022,9,10,5.91,7.5,5.98,1.38,0.68,1.41,0.28,13.22,108.09
2022,9,11,2.14,0.79,5.87,1.67,0.25,0.79,0.16,6.58,44.63
2022,9,12,3.72,3.15,5.59,1.84,0.44,1.2,0.23,9.75,73.16
2022,9,13,4.64,5.43,5.7,1.46,0.55,1.33,0.27,11.56,90.21
2022,9,14,5.92,8.32,5.92,1.01,0.7,1.45,0.29,13.63,110.13
2022,9,15,6.03,8.56,6.03,0.96,0.73,1.44,0.29,13.49,109.48
2022,9,16,5.49,6.56,5.51,1.56,0.66,1.31,0.26,11.95,98.52
2022,9,17,4.98,5.73,5.34,1.5,0.61,1.25,0.25,11.4,92.66
2022,9,18,5.05,5.71,5.09,1.57,0.62,1.22,0.24,11.19,93.04
2022,9,19,4.65,4.98,5.27,1.58,0.58,1.24,0.24,11.05,88.52
2022,9,20,5.16,6.75,5.51,1.27,0.65,1.27,0.25,11.98,96.54
2022,9,21,5.54,8.1,5.54,0.94,0.7,1.22,0.25,12.66,103.6
2022,9,22,2.27,2.13,5.3,1.32,0.29,0.68,0.13,6.3,46.03
2022,9,23,5.72,8.79,5.74,0.88,0.73,1.21,0.24,12.61,102.92
2022,9,24,5.21,6.45,5.68,1.59,0.67,1.05,0.21,11.88,95.12
2022,9,25,2.96,1.52,5.25,2.17,0.38,0.82,0.16,7.95,57.98
2022,9,26,4.75,6.81,5.28,1.09,0.62,1.05,0.21,11.01,89.09
2022,9,27,5.28,7.49,5.39,1.05,0.7,1.1,0.22,11.88,96.68
2022,9,28,5.07,7.25,5.32,1.05,0.68,1.03,0.21,11.46,93.29
2022,9,29,4.87,6.11,5.33,1.51,0.66,1.12,0.23,11.16,89.69
2022,9,30,2.88,1.07,5.24,2.29,0.39,0.88,0.17,7.77,56.05
2022,10,1,1.31,0.78,4.59,0.86,0.18,0.49,0.09,3.98,26.96
2022,10,2,1.08,0.57,4.7,0.81,0.15,0.4,0.08,3.52,22.76
2022,10,3,0.78,0.41,4.79,0.57,0.11,0.28,0.05,2.64,16.85
2022,10,4,0.82,0.44,4.64,0.6,0.12,0.31,0.06,2.74,17.66
2022,10,5,1.39,0.61,4.56,1.06,0.2,0.48,0.09,4.33,28.94
2022,10,6,4.83,7.93,4.83,0.74,0.7,0.99,0.2,10.92,90.27
2022,10,7,4.69,7.35,4.65,0.9,0.69,0.91,0.19,10.29,86.29
2022,10,8,4.12,5.45,4.82,1.5,0.61,0.82,0.16,9.27,74.22
2022,10,9,4.9,8.3,4.88,0.75,0.73,0.81,0.16,10.34,86.91
2022,10,10,4.49,6.69,4.52,1.04,0.67,0.74,0.15,9.54,80.7
2022,10,11,4.61,7.58,4.58,0.79,0.7,0.76,0.16,9.88,83.41
2022,10,12,4.47,6.7,4.49,1.01,0.69,0.7,0.14,9.34,79.64
2022,10,13,1.9,0.76,4.16,1.53,0.3,0.48,0.09,5.35,37.69
2022,10,14,3.84,5.46,4.41,1.27,0.6,0.7,0.14,8.63,70.51
2022,10,15,4.45,7.59,4.42,0.76,0.7,0.76,0.16,9.47,79.99
2022,10,16,3.37,4.15,4.32,1.61,0.54,-999,0.13,7.67,61.6
2022,10,17,2.54,1.65,3.73,1.8,0.41,0.55,0.11,6.19,47.59
2022,10,18,3.71,4.87,4.18,1.39,0.61,0.69,0.14,8.12,66.48
2022,10,19,3.77,5.34,4.25,1.17,0.62,0.67,0.13,8.12,66.62
2022,10,20,4.3,7.5,4.25,0.79,0.72,0.69,0.14,8.83,75.27
2022,10,21,4.24,7.76,4.2,0.68,0.72,0.76,0.16,8.87,75.62
2022,10,22,4.21,7.4,4.23,0.74,0.72,0.78,0.16,8.8,74.68
2022,10,23,1.06,0.51,3.67,0.85,0.18,0.34,0.07,3.27,21.8
2022,10,24,1.25,0.68,3.64,0.98,0.22,0.42,0.09,3.78,25.75
2022,10,25,2.8,3.63,3.74,1.23,0.49,-999,0.13,6.77,53.57
2022,10,26,2.38,2.06,3.66,1.59,0.42,0.55,0.11,6.01,45.53
2022,10,27,3.97,7.54,3.93,0.66,0.71,0.71,0.14,8.47,72.12
2022,10,28,2.78,2.13,3.89,1.91,0.51,0.59,0.12,6.43,49.91
2022,10,29,3.32,5.06,3.87,1.09,0.61,0.66,0.13,7.3,59.67
2022,10,30,3.81,7.1,3.84,0.77,0.71,0.62,0.12,7.98,68.05
2022,10,31,2.6,2.51,3.48,1.56,0.49,0.55,0.11,6.19,48.74
2022,11,1,1.77,1.54,3.29,1.21,0.34,0.44,0.09,4.6,33.88
2022,11,2,3.7,7.42,3.66,0.62,0.71,0.59,0.12,7.66,66.3
2022,11,3,3.69,7.8,3.65,0.53,0.72,0.6,0.12,7.58,65.94
2022,11,4,3.19,5.18,3.41,1.1,0.62,0.56,0.11,6.92,58.55
2022,11,5,2.98,4.52,3.3,1.16,0.59,0.62,0.12,6.62,55.46
2022,11,6,2.27,1.59,3.29,1.65,0.45,0.56,0.11,5.62,43.07
2022,11,7,3.21,6.29,3.2,0.71,0.66,0.58,0.12,6.8,59.41
2022,11,8,3.57,7.62,3.53,0.58,0.73,0.59,0.12,7.16,62.76
2022,11,9,3.22,5.78,3.4,0.98,0.67,0.54,0.11,6.67,57.2
2022,11,10,3.31,7.09,3.28,0.57,0.7,0.52,0.11,6.87,60.3
2022,11,11,1.11,0.62,3,0.87,0.23,0.29,0.05,3.22,22.21
2022,11,12,2.74,4.8,2.97,0.83,0.59,0.52,0.1,6.07,51.43
2022,11,13,1.63,1.63,2.97,1.04,0.35,0.35,0.07,4.06,30.51
2022,11,14,3.22,6.67,3.25,0.7,0.7,0.45,0.09,6.33,55.73
2022,11,15,1.5,0.67,3.03,1.25,0.33,0.3,0.06,3.8,27.69
2022,11,16,1.88,1.27,2.71,1.4,0.42,0.31,0.06,4.24,33.34
2022,11,17,2.66,3.84,2.89,1.13,0.6,0.38,0.08,5.41,45.9
2022,11,18,2.64,4.3,2.93,0.96,0.6,0.33,0.06,5.27,45.14
2022,11,19,2.94,5.37,2.93,0.85,0.68,0.3,0.05,5.59,49.31
2022,11,20,2.83,5.36,3.03,0.82,0.66,0.29,0.05,5.45,47.55
2022,11,21,2.96,6.24,2.98,0.66,0.7,0.31,0.06,5.74,51.23
2022,11,22,2.89,6.28,2.88,0.57,0.68,0.34,0.07,5.66,50.68
2022,11,23,2.82,5.81,2.79,0.65,0.67,0.33,0.07,5.42,48.53
2022,11,24,2.7,5.47,2.75,0.72,0.65,0.33,0.06,5.27,46.7
2022,11,25,0.9,0.84,2.43,0.64,0.22,0.14,0.03,2.3,16.92
2022,11,26,2.85,6.57,2.83,0.53,0.7,0.3,0.06,5.63,50.59
2022,11,27,0.7,0.36,2.46,0.57,0.17,0.12,0.02,1.96,13.46
2022,11,28,2.06,3.62,2.61,0.84,0.51,0.29,0.06,4.45,37.13
2022,11,29,1.66,1.43,2.8,1.2,0.41,0.22,0.05,3.78,29.14
2022,11,30,0.49,0.34,2.24,0.38,0.12,0.08,0.02,1.4,9.36
2022,12,1,2.33,4.46,2.74,0.86,0.59,0.25,0.05,4.66,40.13
2022,12,2,2.68,6.28,2.71,0.58,0.69,0.26,0.05,5.08,46.19
2022,12,3,0.45,0.3,2.2,0.36,0.12,0.08,0.02,1.32,8.75
2022,12,4,2.72,6.11,2.73,0.57,0.7,0.25,0.05,5.11,46.15
2022,12,5,2.46,4.37,2.68,1,0.64,0.2,0.04,4.73,41.76
2022,12,6,0.57,0.34,2.12,0.47,0.15,0.08,0.02,1.6,10.87
2022,12,7,0.57,0.4,1.86,0.45,0.15,0.09,0.02,1.56,11.08
2022,12,8,1.76,1.18,2.54,1.38,0.47,0.23,0.05,4.05,31.86
2022,12,9,2.69,6.61,2.65,0.51,0.72,0.27,0.05,5,45.77
2022,12,10,1.48,1.88,2.55,0.92,0.4,0.2,0.04,3.37,26.22
2022,12,11,0.81,0.58,2.24,0.64,0.22,0.13,0.02,2.12,15.08
2022,12,12,1.67,1.67,2.5,1.11,0.45,0.2,0.04,3.81,29.83
2022,12,13,2.62,5.98,2.61,0.6,0.71,0.21,0.04,4.84,43.9
2022,12,14,2.56,5.81,2.59,0.63,0.7,0.21,0.04,4.81,43.61
2022,12,15,0.49,0.32,2.42,0.4,0.13,0.09,0.02,1.4,9.2
2022,12,16,0.67,0.49,2.31,0.52,0.18,0.1,0.02,1.88,12.86
2022,12,17,2.17,3.9,2.42,0.82,0.59,0.21,0.04,4.3,37.35
2022,12,18,2.12,3.83,2.41,0.86,0.58,0.2,0.04,4.17,36.3
2022,12,19,2.39,4.66,2.46,0.79,0.66,0.16,0.03,4.53,40.76
2022,12,20,2.53,5.81,2.53,0.59,0.69,0.19,0.04,4.71,42.88
2022,12,21,2.47,5.37,2.51,0.7,0.67,0.2,0.04,4.64,42.23
2022,12,22,0.93,0.53,2.27,0.76,0.25,0.12,0.02,2.34,17.13
2022,12,23,0.99,0.87,2.24,0.69,0.27,0.12,0.02,2.39,17.87
2022,12,24,1.7,2.52,2.46,0.86,0.46,0.11,0.02,3.45,28.59
2022,12,25,2.18,3.85,2.43,0.85,0.59,0.15,0.03,4.15,36.16
2022,12,26,2.41,4.46,2.56,0.85,0.66,0.2,0.04,4.62,40.78
2022,12,27,1.73,2,2.46,1.05,0.47,0.14,0.03,3.66,29.88
2022,12,28,2.37,4.74,2.46,0.77,0.64,0.17,0.03,4.6,41.46
2022,12,29,2.08,2.31,2.54,1.34,0.56,0.2,0.04,4.17,35.19
2022,12,30,2.56,6.08,2.53,0.53,0.69,0.25,0.05,4.94,44.97
2022,12,31,0.52,0.37,2.19,0.41,0.14,0.1,0.02,1.49,9.95
2023,1,1,2.5,5.56,2.49,0.62,0.66,0.27,0.05,4.93,44.28
2023,1,2,1.49,0.99,2.35,1.15,0.4,0.2,0.04,3.51,27.2
2023,1,3,0.53,0.36,1.99,0.42,0.14,0.08,0.02,1.48,10.22
2023,1,4,1.65,1.16,2.22,1.3,0.44,-999,0.05,3.8,30.42
2023,1,5,1.08,0.77,2.38,0.83,0.28,0.16,0.03,2.68,19.69
2023,1,6,0.9,0.79,2.3,0.67,0.23,0.11,0.02,2.26,16.52
2023,1,7,1.74,1.76,2.45,1.14,0.45,0.17,0.03,3.73,30.43
2023,1,8,2.46,4.05,2.76,1.04,0.63,0.19,0.04,4.83,41.91
2023,1,9,2.42,4.63,2.57,0.79,0.62,0.24,0.05,4.83,42.25
2023,1,10,1.16,0.89,2.57,0.87,0.3,0.14,0.03,2.8,20.8
2023,1,11,2.01,1.92,2.63,1.31,0.51,0.2,0.04,4.36,35.44
2023,1,12,0.81,0.56,2.33,0.63,0.2,0.12,0.02,2.16,15.41
2023,1,13,0.98,0.54,2.42,0.81,0.24,0.12,0.02,2.62,18.58
2023,1,14,1.12,0.85,2.61,0.87,0.27,0.12,0.02,2.77,20.17
2023,1,15,2.2,2.85,2.7,1.19,0.54,0.22,0.04,4.73,39.07
2023,1,16,2.71,5.04,2.78,0.85,0.66,0.27,0.05,5.47,47.73
2023,1,17,1.13,0.63,2.69,0.94,0.27,0.16,0.03,2.91,21.15
2023,1,18,2.57,4.7,2.78,0.83,0.61,0.3,0.06,5.32,45.98
2023,1,19,0.52,0.46,2.56,0.38,0.12,0.09,0.02,1.44,9.81
2023,1,20,1.84,2.15,2.68,1.1,0.43,0.23,0.05,4.05,32.47
2023,1,21,1.67,1.61,2.99,1.09,0.38,0.17,0.03,3.83,29.46
2023,1,22,1.39,0.75,2.87,1.14,0.32,0.18,0.04,3.48,25.48
2023,1,23,0.86,0.61,2.78,0.67,0.2,0.12,0.02,2.3,16.25
2023,1,24,2.98,5.15,3.04,0.9,0.67,0.3,0.05,5.93,51.66
2023,1,25,0.86,0.47,2.84,0.7,0.19,0.16,0.03,2.37,16.56
2023,1,26,1.6,1.59,3.03,1.1,0.35,0.25,0.05,3.79,28.77
2023,1,27,2.79,4.72,3.17,0.99,0.61,0.31,0.06,5.66,48.23
2023,1,28,2.91,4.55,3.27,1.07,0.62,0.34,0.06,6.07,51.31
2023,1,29,1.16,0.52,3.06,0.96,0.25,0.21,0.05,3.17,22.2
2023,1,30,2.35,2.68,3.2,1.23,0.49,-999,0.07,5.32,42.4
2023,1,31,1.22,0.56,2.93,1,0.26,0.26,0.05,3.28,23.44
2023,2,1,2.4,3.34,3.42,1.07,0.49,-999,0.08,5.31,42.3
2023,2,2,3.46,5.84,3.55,0.92,0.7,0.43,0.09,6.91,59.72
2023,2,3,3.14,5.14,3.64,1.07,0.63,0.36,0.07,6.27,52.84
2023,2,4,3.56,6.4,3.62,0.86,0.71,0.38,0.07,7,60.28
2023,2,5,2.79,2.11,3.33,1.88,0.55,0.31,0.06,5.88,48.66
2023,2,6,3.15,4.64,3.45,1.09,0.62,0.36,0.07,6.61,55.85
2023,2,7,2.69,2.11,3.64,1.85,0.52,0.35,0.07,5.88,46.82
2023,2,8,3.64,6.82,3.61,0.72,0.7,0.42,0.08,7.2,63.18
2023,2,9,0.84,0.39,3.36,0.67,0.16,0.17,0.03,2.44,16.77
2023,2,10,3.62,5.98,3.78,1.03,0.67,0.52,0.1,7.52,64.16
2023,2,11,4.12,8.6,4.1,0.49,0.76,0.53,0.1,8.35,71.87
2023,2,12,1.46,0.69,3.86,1.18,0.27,0.26,0.05,3.94,27.77
2023,2,13,3.64,5.39,3.89,1.21,0.66,0.53,0.11,7.8,64.72
2023,2,14,4.23,8.59,4.19,0.54,0.75,0.49,0.09,8.55,73.5
2023,2,15,3.54,4.75,3.91,1.27,0.62,0.48,0.09,7.79,64.27
2023,2,16,2.08,1,3.71,1.63,0.36,0.36,0.07,5.09,38.97
2023,2,17,0.57,0.32,3.57,0.43,0.1,0.13,0.03,1.73,11.43
2023,2,18,4.45,8.7,4.43,0.56,0.76,0.67,0.13,9.15,77.76
2023,2,19,2.13,1.01,4.23,1.69,0.36,0.4,0.08,5.44,39.82
2023,2,20,2.55,2.06,3.95,1.68,0.42,0.44,0.09,6.09,46.84
2023,2,21,1.52,0.85,3.97,1.15,0.25,0.28,0.05,4.09,28.98
2023,2,22,1.56,0.98,4.22,1.17,0.25,0.28,0.05,4.2,30.16
2023,2,23,1.11,0.69,4.21,0.82,0.18,0.28,0.05,3.26,21.93
2023,2,24,4.25,6.62,4.6,1.18,0.68,-999,0.15,9.02,74.64
2023,2,25,2.04,0.82,4.31,1.66,0.32,0.45,0.09,5.23,38.1
2023,2,26,2.57,2.13,4.29,1.56,0.4,0.41,0.09,6.02,45.72
2023,2,27,4.43,5.66,4.71,1.5,0.68,0.69,0.14,9.48,78.08
2023,2,28,1.14,0.62,4.62,0.87,0.17,0.3,0.06,3.43,22.9
2023,3,1,3.53,4.37,4.86,1.45,0.53,0.67,0.13,7.99,62.62
2023,3,2,2.24,0.96,4.48,1.77,0.34,0.52,0.1,5.77,42.2
2023,3,3,2.82,1.65,4.91,2.11,0.41,-999,0.12,7.09,52.45
2023,3,4,2.04,1.04,4.8,1.55,0.3,0.49,0.1,5.65,39.32
2023,3,5,4.28,5.85,4.86,1.3,0.62,0.7,0.14,9.23,75.73
2023,3,6,4.7,6.8,5.12,1.37,0.67,0.81,0.16,10.16,83.23
2023,3,7,4.5,5.23,5.17,1.69,0.64,0.77,0.16,10.02,79.86
2023,3,8,5.07,7.48,5.2,1.19,0.71,0.71,0.14,10.99,90.3
2023,3,9,5.16,7.75,5.16,1.03,0.72,0.73,0.14,11.08,91.62
2023,3,10,2.69,1.09,5.23,2.11,0.37,0.5,0.1,7.02,50.65
2023,3,11,1.83,0.86,5.24,1.4,0.25,0.43,0.09,5.29,36.12
2023,3,12,3.71,2.33,5.55,2.62,0.5,0.63,0.12,8.97,67.44
2023,3,13,1.44,0.72,5.3,1.05,0.2,0.41,0.09,4.4,29.19
2023,3,14,1.92,0.9,5.42,1.49,0.25,0.47,0.09,5.39,37.45
2023,3,15,5.3,6.24,5.62,1.89,0.7,0.87,0.17,11.79,94.41
2023,3,16,4.39,4.77,5.49,1.67,0.57,0.78,0.16,9.84,78.39
2023,3,17,3.17,1.66,5.28,2.24,0.41,0.66,0.13,7.78,58.88
2023,3,18,4.61,4.28,5.72,2.39,0.59,0.87,0.17,10.54,82.48
2023,3,19,5.88,8.54,5.88,1.18,0.74,1.08,0.22,12.27,101.01
2023,3,20,6.09,9.51,6.1,0.79,0.77,1.16,0.23,13.07,106.53
2023,3,21,6.12,9.28,6.13,0.78,0.77,1.14,0.23,13.26,107.69
2023,3,22,4.32,2.78,5.76,2.54,0.53,0.91,0.19,10.25,78.91
2023,3,23,2.07,0.93,5.24,1.57,0.25,0.5,0.1,5.85,41.43
2023,3,24,2.43,1.3,5.8,1.69,0.3,0.67,0.13,6.66,47.62
2023,3,25,0.74,0.39,5.43,0.54,0.09,0.21,0.04,2.3,15.54
2023,3,26,6.44,10.08,6.42,0.66,0.77,1.41,0.28,14.39,115.57
2023,3,27,4.79,5.59,6.08,1.32,0.57,0.99,0.2,11.23,87.87
2023,3,28,2.79,1.62,5.97,1.85,0.33,0.72,0.14,7.18,52.45
2023,3,29,6.47,9.16,6.55,0.99,0.75,1.06,0.21,14.2,114.66
2023,3,30,6.78,10.48,6.8,0.68,0.78,1.09,0.22,14.63,118.3
2023,3,31,2.88,1.24,5.92,2.11,0.33,0.57,0.12,7.57,55.21
2023,4,1,2.46,2.21,5.56,1.34,0.28,0.53,0.1,6.34,47.67
2023,4,2,6.85,10.21,6.84,0.81,0.77,1.21,0.24,14.99,120.82
2023,4,3,6.41,8.36,6.59,1.27,0.72,1.33,0.27,14.48,115.87
2023,4,4,5.76,6.68,6.22,1.62,0.64,1.35,0.27,13.23,105.88
2023,4,5,1.96,1.28,6.17,1.25,0.22,0.66,0.13,5.77,40.14
2023,4,6,4.11,2.96,5.69,2.29,0.45,1.04,0.2,9.95,78.03
2023,4,7,2.17,1.01,6.67,1.62,0.23,0.73,0.14,6.39,43.6
2023,4,8,5.19,3.28,7.12,3.15,0.56,1.45,0.28,12.45,93.59
2023,4,9,7,10.02,7,0.97,0.76,1.62,0.33,15.27,123.93
2023,4,10,7.02,10.14,7.01,0.84,0.75,1.43,0.29,15.6,125.98
2023,4,11,5.66,4.72,6.74,2.39,0.6,-999,0.27,13,101.62
2023,4,12,5.91,6.08,6.54,1.78,0.62,1.45,0.29,13.87,109.23
2023,4,13,6.89,9.44,6.89,1.02,0.73,1.56,0.31,15.8,127.01
2023,4,14,5.86,5.34,6.19,2.45,0.61,1.32,0.27,12.48,102.84
2023,4,15,3.94,3.04,6.4,2.06,0.41,1.12,0.23,10.23,76.45
2023,4,16,3.97,2.15,6.79,2.72,0.41,1.27,0.25,10.77,77.73
2023,4,17,3.53,3.24,6.72,1.68,0.36,1,0.2,9.1,67.46
2023,4,18,5.1,5.11,7.17,2.1,0.52,1.26,0.25,12.12,92.82
2023,4,19,6.53,7.18,7.41,1.95,0.66,-999,0.3,14.96,117.19
2023,4,20,6.57,7.85,7.05,1.56,0.66,1.48,0.3,15.11,120.62
2023,4,21,6.56,7.38,7.05,1.74,0.66,1.6,0.32,15.3,121.17
2023,4,22,4.6,1.86,6.95,3.4,0.46,1.36,0.27,11.76,87.38
2023,4,23,4.63,3.62,7.04,2.21,0.46,1.35,0.27,11.68,87.51
2023,4,24,5.82,6.36,7.52,1.93,0.58,1.3,0.26,13.68,105.84
2023,4,25,6.13,6.01,7.33,2.07,0.6,1.28,0.26,13.98,109.72
2023,4,26,5.91,5.33,7.15,2.5,0.58,1.3,0.26,13.55,106.65
2023,4,27,3.48,1.85,7.09,2.36,0.34,0.94,0.18,9.42,67.34
2023,4,28,2.16,0.81,7.46,1.66,0.21,0.66,0.12,6.52,44.36
2023,4,29,1.47,0.62,7.13,1.09,0.14,0.55,0.11,4.94,32.24
2023,4,30,1.7,0.69,6.99,1.26,0.16,0.59,0.12,5.43,36.46
2023,5,1,6.04,5.99,7.64,2.07,0.58,1.43,0.28,14.38,110.58
2023,5,2,4.36,2.75,7.71,2.54,0.41,1.19,0.23,11.55,83.14
2023,5,3,5.95,5.13,7.79,2.51,0.56,1.41,0.27,14.64,110.37
2023,5,4,3.7,2.23,7.75,2.44,0.35,1.06,0.2,10.2,72.02
2023,5,5,7,7.92,7.73,1.82,0.66,1.6,0.32,16.44,129.38
2023,5,6,7.76,9.9,7.94,1.19,0.73,1.65,0.34,17.94,141.65
2023,5,7,7.31,7.43,7.83,2.16,0.68,1.67,0.34,17.48,135.9
2023,5,8,7.38,7.88,7.68,1.96,0.69,1.77,0.36,17.29,136.72
2023,5,9,5.62,3.81,7.5,3.23,0.52,-999,0.28,13.27,103.52
2023,5,10,7.62,8.59,7.68,1.8,0.7,1.58,0.32,16.66,135.66
